profile_identifier,layer_identifier,latitude,longitude,country_code,top,bottom,date,type,order,source,contact,license,designation,bulk_density,ca_co3,coarse_fragments,ecec,conductivity,organic_carbon,ph,clay,silt,sand,water_retention
IGAC-BOL-SB-17,IGAC-BOL-SB-17-H2,8.43774847142192,-74.5096463472869,COL,20,50,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,1.44,,,22.7,,0.67,6.5,50.0,36.0,14.0,
IGAC-BOL-SB-17,IGAC-BOL-SB-17-H3,8.43774847142192,-74.5096463472869,COL,50,150,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,1.44,,,17.2,,0.4,6.8,22.0,60.0,18.0,
IGAC-BOL-SB-20,IGAC-BOL-SB-20-H1,7.92083332500671,-73.9361111071895,COL,0,30,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,,,,,,,,
IGAC-BOL-SB-20,IGAC-BOL-SB-20-H2,7.92083332500671,-73.9361111071895,COL,30,60,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bo,,,,,,,,,,,
IGAC-BOL-SB-22,IGAC-BOL-SB-22-H1,8.67694443569853,-74.118611106687,COL,0,8,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.56,,,12.1,,1.13,7.6,12.0,12.0,76.0,
IGAC-BOL-SB-22,IGAC-BOL-SB-22-H2,8.67694443569853,-74.118611106687,COL,8,40,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.6,,,6.8,,0.24,6.1,16.0,16.0,68.0,
IGAC-BOL-SB-25,IGAC-BOL-SB-25-H1,8.74310931754497,-74.0043337336096,COL,0,15,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.47,,,12.6,,1.33,5.7,26.0,28.0,46.0,
IGAC-BOL-SB-25,IGAC-BOL-SB-25-H2,8.74310931754497,-74.0043337336096,COL,15,33,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.5,,,10.6,,0.62,5.4,34.0,28.0,38.0,
IGAC-BOL-SB-25,IGAC-BOL-SB-25-H3,8.74310931754497,-74.0043337336096,COL,33,67,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.51,,,14.8,,0.2,5.3,42.0,26.0,32.0,
IGAC-BOL-SB-25,IGAC-BOL-SB-25-H4,8.74310931754497,-74.0043337336096,COL,67,120,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.53,,,15.4,,0.1,5.5,34.0,28.0,38.0,
IGAC-BOL-SB-26,IGAC-BOL-SB-26-H1,8.97578888529666,-73.9778390381726,COL,0,32,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,,,,,,,,
IGAC-BOL-SB-26,IGAC-BOL-SB-26-H2,8.97578888529666,-73.9778390381726,COL,32,64,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg1,,,,,,,,,,,
IGAC-BOL-SB-26,IGAC-BOL-SB-26-H3,8.97578888529666,-73.9778390381726,COL,64,85,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg2,,,,,,,,,,,
IGAC-BOL-SB-26,IGAC-BOL-SB-26-H4,8.97578888529666,-73.9778390381726,COL,85,105,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg3,,,,,,,,,,,
IGAC-BOL-SB-26,IGAC-BOL-SB-26-H5,8.97578888529666,-73.9778390381726,COL,105,120,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg4,,,,,,,,,,,
IGAC-BOL-SB-27,IGAC-BOL-SB-27-H1,8.81330742853465,-74.3149503622126,COL,0,20,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.4,,,21.3,,0.93,5.0,52.0,40.0,8.0,
IGAC-BOL-SB-27,IGAC-BOL-SB-27-H2,8.81330742853465,-74.3149503622126,COL,20,50,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bg,1.43,,,18.2,,0.51,5.8,40.0,48.0,12.0,
IGAC-BOL-SB-27,IGAC-BOL-SB-27-H3,8.81330742853465,-74.3149503622126,COL,50,100,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg,1.45,,,12.5,,0.33,6.0,26.0,54.0,20.0,
IGAC-BOL-SB-28,IGAC-BOL-SB-28-H1,8.40049495959233,-74.5482296537895,COL,0,5,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.32,,,23.2,,3.17,4.2,24.0,40.0,36.0,
IGAC-BOL-SB-28,IGAC-BOL-SB-28-H2,8.40049495959233,-74.5482296537895,COL,5,40,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.42,,,6.6,,0.67,5.0,30.0,54.0,16.0,
IGAC-BOL-SB-28,IGAC-BOL-SB-28-H3,8.40049495959233,-74.5482296537895,COL,40,50,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.45,,,4.9,,0.2,5.1,22.0,60.0,18.0,
IGAC-CAQ-CQ-125,IGAC-CAQ-CQ-125-H1,1.78526388914635,-75.4404694443177,COL,0,18,6/7/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,,,,,,,,
IGAC-CAQ-CQ-125,IGAC-CAQ-CQ-125?H1,1.78526388914635,-75.4404694443177,COL,0,18,6/7/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,,,,,,,,,,,
IGAC-CAQ-CQ-125,IGAC-CAQ-CQ-125-H2,1.78526388914635,-75.4404694443177,COL,18,60,6/7/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bo1,,,,,,,,,,,
IGAC-CAQ-CQ-125,IGAC-CAQ-CQ-125?H2,1.78526388914635,-75.4404694443177,COL,18,60,6/7/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bo1,,,,,,,,,,,
IGAC-CAQ-CQ-125,IGAC-CAQ-CQ-125-H3,1.78526388914635,-75.4404694443177,COL,60,150,6/7/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bo2,,,,,,,,,,,
IGAC-CAQ-CQ-125,IGAC-CAQ-CQ-125?H3,1.78526388914635,-75.4404694443177,COL,60,150,6/7/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bo2,,,,,,,,,,,
IGAC-BOL-SB-29,IGAC-BOL-SB-29-H1,8.40422734239102,-74.5479092784532,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.17,,,36.3,,4.85,3.5,20.0,54.0,26.0,
IGAC-BOL-SB-29,IGAC-BOL-SB-29-H2,8.40422734239102,-74.5479092784532,COL,10,30,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.38,,,13.0,,1.38,4.7,16.0,62.0,22.0,
IGAC-BOL-SB-29,IGAC-BOL-SB-29-H3,8.40422734239102,-74.5479092784532,COL,30,50,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr1,1.45,,,5.2,,0.15,4.8,10.0,68.0,22.0,
IGAC-BOL-SB-29,IGAC-BOL-SB-29-H4,8.40422734239102,-74.5479092784532,COL,50,90,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr2,1.5,,,3.2,,0.08,4.8,12.0,54.0,34.0,
IGAC-BOL-SB-2,IGAC-BOL-SB-2-H1,8.79083333192247,-74.0338888902103,COL,0,12,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.53,,,11.3,,1.06,6.4,16.0,20.0,64.0,
IGAC-BOL-SB-2,IGAC-BOL-SB-2-H2,8.79083333192247,-74.0338888902103,COL,12,28,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.56,,,9.3,,0.43,6.0,20.0,20.0,60.0,
IGAC-BOL-SB-2,IGAC-BOL-SB-2-H3,8.79083333192247,-74.0338888902103,COL,28,100,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.62,,75.0,9.3,,0.03,6.2,14.0,16.0,70.0,
IGAC-BOL-SB-30,IGAC-BOL-SB-30-H1,8.43103245997734,-74.5353057625325,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.35,,,3.78,,1.99,3.9,18.0,58.0,24.0,
IGAC-BOL-SB-30,IGAC-BOL-SB-30-H2,8.43103245997734,-74.5353057625325,COL,10,41,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.41,,,7.7,,0.46,4.7,34.0,58.0,8.0,
IGAC-BOL-SB-30,IGAC-BOL-SB-30-H3,8.43103245997734,-74.5353057625325,COL,41,100,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.46,,,4.0,,0.15,4.9,14.0,62.0,24.0,
IGAC-BOL-SB-31,IGAC-BOL-SB-31-H1,8.40950495330378,-74.5468945682519,COL,0,20,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.38,,,19.9,,0.91,5.7,34.0,60.0,6.0,
IGAC-BOL-SB-31,IGAC-BOL-SB-31-H2,8.40950495330378,-74.5468945682519,COL,20,40,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.41,,,14.5,,0.48,6.4,14.0,72.0,14.0,
IGAC-BOL-SB-31,IGAC-BOL-SB-31-H3,8.40950495330378,-74.5468945682519,COL,40,65,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.42,,,15.6,,0.53,6.8,24.0,60.0,16.0,
IGAC-BOL-SB-31,IGAC-BOL-SB-31-H4,8.40950495330378,-74.5468945682519,COL,65,110,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cg,1.43,,,15.0,,0.4,6.8,14.0,68.0,18.0,
IGAC-CAL-A-4,IGAC-CAL-A-4-H1,5.69580694516328,-74.7425338123193,COL,0,25,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.87,,,4.8,,0.25,6.0,6.0,18.0,76.0,
IGAC-CAL-A-4,IGAC-CAL-A-4?H1,5.69580694516328,-74.7425338123193,COL,0,25,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,0.87,,,4.8,,0.25,6.0,6.0,18.0,76.0,
IGAC-CAL-A-4,IGAC-CAL-A-4-H2,5.69580694516328,-74.7425338123193,COL,25,77,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,0.94,,,4.8,,0.25,6.2,6.0,42.0,52.0,
IGAC-CAL-A-4,IGAC-CAL-A-4?H2,5.69580694516328,-74.7425338123193,COL,25,77,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,0.94,,,4.8,,0.25,6.2,6.0,42.0,52.0,
IGAC-CAL-A-4,IGAC-CAL-A-4-H3,5.69580694516328,-74.7425338123193,COL,77,125,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2C1,1.09,,,10.6,,1.47,6.1,24.0,56.0,20.0,
IGAC-CAL-A-4,IGAC-CAL-A-4?H3,5.69580694516328,-74.7425338123193,COL,77,125,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2C1,1.09,,,10.6,,1.47,6.1,24.0,56.0,20.0,
IGAC-CAL-A-4,IGAC-CAL-A-4-H4,5.69580694516328,-74.7425338123193,COL,125,150,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2C2,0.84,,,3.9,,0.15,6.3,2.0,18.0,80.0,
IGAC-CAL-A-4,IGAC-CAL-A-4?H4,5.69580694516328,-74.7425338123193,COL,125,150,20/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,2C2,0.84,,,3.9,,0.15,6.3,2.0,18.0,80.0,
IGAC-BOL-SB-32,IGAC-BOL-SB-32-H1,7.89138888560918,-74.2513888962219,COL,0,10,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.31,,,19.5,,3.45,3.9,34.0,28.0,38.0,
IGAC-BOL-SB-32,IGAC-BOL-SB-32-H2,7.89138888560918,-74.2513888962219,COL,10,32,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.45,,,7.0,,0.64,4.9,54.0,30.0,16.0,
IGAC-BOL-SB-32,IGAC-BOL-SB-32-H3,7.89138888560918,-74.2513888962219,COL,32,63,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.48,,,0.63,,0.33,5.5,50.0,28.0,22.0,
IGAC-BOL-SB-32,IGAC-BOL-SB-32-H4,7.89138888560918,-74.2513888962219,COL,63,110,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.49,,,6.1,,0.25,5.0,56.0,24.0,20.0,
IGAC-BOL-SB-33,IGAC-BOL-SB-33-H1,7.89166667140193,-74.2486111174377,COL,0,10,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.04,,,30.1,,8.06,4.6,22.0,28.0,50.0,
IGAC-BOL-SB-33,IGAC-BOL-SB-33-H2,7.89166667140193,-74.2486111174377,COL,10,30,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.39,,,19.4,,1.64,4.6,44.0,34.0,22.0,
IGAC-BOL-SB-33,IGAC-BOL-SB-33-H3,7.89166667140193,-74.2486111174377,COL,30,60,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.43,,,10.1,,0.53,4.9,62.0,32.0,6.0,
IGAC-BOL-SB-33,IGAC-BOL-SB-33-H4,7.89166667140193,-74.2486111174377,COL,60,120,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C2,1.43,,,9.1,,0.21,5.0,56.0,42.0,2.0,
IGAC-BOL-SB-34,IGAC-BOL-SB-34-H1,7.98544460607629,-74.059920728758,COL,0,18,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.54,,,6.5,,1.11,5.4,16.0,16.0,68.0,
IGAC-BOL-SB-34,IGAC-BOL-SB-34-H2,7.98544460607629,-74.059920728758,COL,18,39,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.53,,,6.1,,0.58,5.3,24.0,24.0,52.0,
IGAC-BOL-SB-34,IGAC-BOL-SB-34-H3,7.98544460607629,-74.059920728758,COL,39,75,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.57,,,7.3,,0.05,5.2,34.0,16.0,50.0,
IGAC-BOL-SB-34,IGAC-BOL-SB-34-H4,7.98544460607629,-74.059920728758,COL,75,120,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.54,,75.0,8.5,,0.1,5.4,38.0,22.0,40.0,
IGAC-BOL-SB-36,IGAC-BOL-SB-36-H1,7.93027778040426,-74.3277777828983,COL,0,6,29/6/1905,perfil de suelo,OXISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.1,,,26.9,,7.78,4.0,14.0,20.0,66.0,
IGAC-BOL-SB-36,IGAC-BOL-SB-36-H2,7.93027778040426,-74.3277777828983,COL,6,34,29/6/1905,perfil de suelo,OXISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.55,,,4.0,,0.73,4.5,26.0,16.0,58.0,
IGAC-BOL-SB-36,IGAC-BOL-SB-36-H3,7.93027778040426,-74.3277777828983,COL,34,71,29/6/1905,perfil de suelo,OXISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bo,1.57,,,3.2,,0.2,4.5,28.0,18.0,54.0,
IGAC-BOL-SB-36,IGAC-BOL-SB-36-H4,7.93027778040426,-74.3277777828983,COL,71,100,29/6/1905,perfil de suelo,OXISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,BC,1.55,,,4.4,,0.23,4.6,30.0,22.0,48.0,
IGAC-BOL-SB-36,IGAC-BOL-SB-36-H5,7.93027778040426,-74.3277777828983,COL,100,135,29/6/1905,perfil de suelo,OXISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.55,,,4.1,,0.1,4.7,20.0,32.0,48.0,
IGAC-BOY-504-A,IGAC-BOY-504-A-H1,6.16498252732339,-72.7690272048631,COL,0,35,26/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.0,,,58.7,,12.29,5.0,18.0,18.0,64.0,
IGAC-BOY-504-A,IGAC-BOY-504-A-H2,6.16498252732339,-72.7690272048631,COL,35,100,26/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bwg,1.44,,,7.5,,0.89,5.2,46.0,26.0,28.0,
IGAC-BOL-SB-37,IGAC-BOL-SB-37-H1,7.92916667216682,-74.3255555576758,COL,0,5,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,0.75,,,44.6,,13.39,4.7,6.0,22.0,72.0,
IGAC-BOL-SB-37,IGAC-BOL-SB-37-H2,7.92916667216682,-74.3255555576758,COL,5,40,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AC,1.55,,,7.3,,0.58,4.1,26.0,16.0,58.0,
IGAC-BOL-SB-37,IGAC-BOL-SB-37-H3,7.92916667216682,-74.3255555576758,COL,40,70,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.55,,,8.1,,0.36,4.2,36.0,14.0,50.0,
IGAC-BOL-SB-37,IGAC-BOL-SB-37-H4,7.92916667216682,-74.3255555576758,COL,70,100,29/6/1905,perfil de suelo,ENTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.57,,75.0,7.6,,0.05,4.3,28.0,20.0,52.0,
IGAC-BOL-SB-38,IGAC-BOL-SB-38-H1,7.92833332259903,-74.3236111096209,COL,0,8,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.44,,,10.9,,2.51,10.9,10.0,18.0,72.0,
IGAC-BOL-SB-38,IGAC-BOL-SB-38-H2,7.92833332259903,-74.3236111096209,COL,8,30,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.48,,,8.6,,1.12,8.6,20.0,18.0,62.0,
IGAC-BOL-SB-38,IGAC-BOL-SB-38-H3,7.92833332259903,-74.3236111096209,COL,30,110,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C1,1.51,,,6.2,,0.49,6.2,20.0,22.0,58.0,
IGAC-BOL-SB-38,IGAC-BOL-SB-38-H4,7.92833332259903,-74.3236111096209,COL,110,150,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.52,,,7.2,,1.0,7.2,16.0,14.0,70.0,
IGAC-BOL-SB-3,IGAC-BOL-SB-3-H1,8.68890819824323,-74.1039708311703,COL,0,12,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.44,,,15.0,,1.7,6.2,22.0,32.0,46.0,
IGAC-BOL-SB-3,IGAC-BOL-SB-3-H2,8.68890819824323,-74.1039708311703,COL,12,26,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.52,,,11.7,,0.25,6.6,34.0,30.0,36.0,
IGAC-BOL-SB-3,IGAC-BOL-SB-3-H4,8.68890819824323,-74.1039708311703,COL,26,60,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bk,1.52,,,16.2,,0.07,8.4,42.0,26.0,32.0,
IGAC-BOL-SB-3,IGAC-BOL-SB-3-H5,8.68890819824323,-74.1039708311703,COL,60,82,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ckg1,1.56,,,15.6,,0.14,8.8,32.0,18.0,50.0,
IGAC-BOL-SB-3,IGAC-BOL-SB-3-H6,8.68890819824323,-74.1039708311703,COL,82,100,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ckg2,1.61,,,12.3,,0.01,7.7,20.0,14.0,66.0,
IGAC-BOL-SB-41,IGAC-BOL-SB-41-H1,7.94499999980283,-74.0213888866484,COL,0,13,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,A,1.57,,,12.2,,1.21,6.8,26.0,30.0,44.0,
IGAC-BOL-SB-41,IGAC-BOL-SB-41-H2,7.94499999980283,-74.0213888866484,COL,13,37,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.59,,,10.9,,0.33,6.6,28.0,30.0,42.0,
IGAC-BOL-SB-41,IGAC-BOL-SB-41-H3,7.94499999980283,-74.0213888866484,COL,37,59,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,C,1.53,,,13.0,,0.28,5.7,28.0,28.0,44.0,
IGAC-BOL-SB-41,IGAC-BOL-SB-41-H4,7.94499999980283,-74.0213888866484,COL,59,130,29/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Cr,1.61,,,8.9,,0.03,6.0,8.0,22.0,70.0,
IGAC-BOY-J-27,IGAC-BOY-J-27-H1,5.75041067153024,-72.9994492252872,COL,0,17,26/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Ap,1.22,,,25.1,,3.19,7.4,32.0,32.0,36.0,
IGAC-BOY-J-27,IGAC-BOY-J-27-H2,5.75041067153024,-72.9994492252872,COL,17,38,26/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,AB,1.39,,,18.9,,1.48,7.6,36.0,24.0,40.0,
IGAC-BOY-J-27,IGAC-BOY-J-27-H3,5.75041067153024,-72.9994492252872,COL,38,77,26/6/1905,perfil de suelo,INCEPTISOL,IGAC,NapoleonOrdoñezDelgado<nordonez@igac.gov.co>,CC-BY-NC-ND,Bw,1.27,,,29.9,,2.8,7.4,40.0,22.0,38.0,
